"X.1","X","EventDate","Region","EventName","RunTime","AgeCategory","Sex","AgeGrading","RunTimeSeconds","RunTimeHours","AverageSpeed","Time","Type","met_domain_name","version_num","src_id","WindDirection","WindSpeed","Temp","WetBulb","RH","RunTimeMinutes"
15554,15554,"28/12/2013","Greater London","bedfont","00:30:46","VM65-69","M","0.555254605",1846,0.5127778,9.750813,"09:00:00"," WMO"," SYNOP",1,708,210,8,5.1,3.6,76.5,30.76666667
15648,15648,"04/01/2014","Greater London","bedfont","00:32:53","VM65-69","M","0.524581855",1973,0.5480556,9.123163,"09:00:00"," WMO"," SYNOP",1,708,170,19,9.3,8.2,85.4,32.88333333
15747,15747,"11/01/2014","Greater London","bedfont","00:31:36","VM65-69","M","0.545886076",1896,0.5266667,9.493671,"09:00:00"," WMO"," SYNOP",1,708,290,8,6.2,5.1,83.3,31.6
15860,15860,"18/01/2014","Greater London","bedfont","00:31:37","VM65-69","M","0.545598313",1897,0.5269444,9.488666,"09:00:00"," WMO"," SYNOP",1,708,120,8,7.6,7,91.4,31.61666667
15906,15906,"18/01/2014","Greater London","bedfont","00:29:50","VM65-69","M","0.562011173",1790,0.4972222,10.05587,"09:00:00"," WMO"," SYNOP",1,708,120,8,7.6,7,91.4,29.83333333
15973,15973,"25/01/2014","Greater London","bedfont","00:31:35","VM65-69","M","0.546174142",1895,0.5263889,9.498681,"09:00:00"," WMO"," SYNOP",1,708,220,7,8.7,8.4,95.9,31.58333333
16050,16050,"01/02/2014","Greater London","bedfont","00:46:36","VM75-79","M","0.413805436",2796,0.7766667,6.437768,"09:00:00"," WMO"," SYNOP",1,708,200,11,5,3.7,79.4,46.6
16088,16088,"01/02/2014","Greater London","bedfont","00:31:34","VM65-69","M","0.546462513",1894,0.5261111,9.503696,"09:00:00"," WMO"," SYNOP",1,708,200,11,5,3.7,79.4,31.56666667
16211,16211,"08/02/2014","Greater London","bedfont","00:30:04","VM65-69","M","0.557649667",1804,0.5011111,9.977827,"09:00:00"," WMO"," SYNOP",1,708,200,10,8.1,6.7,80.7,30.06666667
16227,16227,"15/02/2014","Greater London","bedfont","00:47:28","VM75-79","M","0.40625",2848,0.7911111,6.320225,"09:00:00"," WMO"," SYNOP",1,708,230,25,8.6,6,65.3,47.46666667
16282,16282,"15/02/2014","Greater London","bedfont","00:29:42","VM65-69","M","0.564534231",1782,0.495,10.10101,"09:00:00"," WMO"," SYNOP",1,708,230,25,8.6,6,65.3,29.7
16316,16316,"22/02/2014","Greater London","bedfont","00:49:12","VM70-74","M","0.378726287",2952,0.82,6.097561,"09:00:00"," WMO"," SYNOP",1,708,230,11,6.8,5.1,75.1,49.2
16444,16444,"01/03/2014","Greater London","bedfont","00:30:09","VM65-69","M","0.578220011",1809,0.5025,9.950249,"09:00:00"," WMO"," SYNOP",1,708,320,3,1.5,1.1,92.5,30.15
16695,16695,"15/03/2014","Greater London","bedfont","00:28:48","VM65-69","M","0.5822",1728,0.48,10.41667,"09:00:00"," WMO"," SYNOP",1,708,270,7,9.8,7.9,75.1,28.8
16880,16880,"29/03/2014","Greater London","bedfont","00:27:17","VM75-79","M","0.7068",1637,0.4547222,10.99572,"09:00:00"," WMO"," SYNOP",1,708,90,10,12.6,9.3,62,27.28333333
16950,16950,"26/04/2014","Greater London","bedfont","00:24:19","VM70-74","M","0.7252",1459,0.4052778,12.33722,"09:00:00"," WMO"," SYNOP",1,708,170,12,13.2,11.4,79.2,24.31666667
17154,17154,"10/05/2014","Greater London","bedfont","00:24:38","VM70-74","M","0.7158",1478,0.4105556,12.17862,"09:00:00"," WMO"," SYNOP",1,708,220,14,15.5,13.6,79.8,24.63333333
17210,17210,"10/05/2014","Greater London","bedfont","00:33:21","VM65-69","M","0.5172",2001,0.5558333,8.995502,"09:00:00"," WMO"," SYNOP",1,708,220,14,15.5,13.6,79.8,33.35
17252,17252,"10/05/2014","Greater London","bedfont","00:33:29","VM65-69","M","0.5207",2009,0.5580556,8.959681,"09:00:00"," WMO"," SYNOP",1,708,220,14,15.5,13.6,79.8,33.48333333
17323,17323,"17/05/2014","Greater London","bedfont","00:32:04","VM65-69","M","0.5379",1924,0.5344444,9.355509,"09:00:00"," WMO"," SYNOP",1,708,40,1,18.7,14.5,60.6,32.06666667
17398,17398,"24/05/2014","Greater London","bedfont","00:33:22","VM65-69","M","0.517",2002,0.5561111,8.991009,"09:00:00"," WMO"," SYNOP",1,708,130,6,12.2,11.3,89,33.36666667
17406,17406,"24/05/2014","Greater London","bedfont","00:32:17","VM65-69","M","0.5343",1937,0.5380556,9.292721,"09:00:00"," WMO"," SYNOP",1,708,130,6,12.2,11.3,89,32.28333333
17497,17497,"31/05/2014","Greater London","bedfont","00:31:23","VM65-69","M","0.5497",1883,0.5230556,9.559214,"09:00:00"," WMO"," SYNOP",1,708,310,5,13.7,10.6,65.4,31.38333333
17748,17748,"14/06/2014","Greater London","bedfont","00:29:07","VM65-69","M","0.5758",1747,0.4852778,10.30338,"09:00:00"," WMO"," SYNOP",1,708,NA,NA,19,16.3,74.3,29.11666667
17889,17889,"28/06/2014","Greater London","bedfont","00:41:05","VM75-79","M","0.4694",2465,0.6847222,7.302231,"09:00:00"," WMO"," SYNOP",1,708,270,5,17,13.4,64.3,41.08333333
18164,18164,"12/07/2014","Greater London","bedfont","00:32:32","VM65-69","M","0.5302",1952,0.5422222,9.221311,"09:00:00"," WMO"," SYNOP",1,708,30,3,19.6,16.4,70.4,32.53333333
18207,18207,"12/07/2014","Greater London","bedfont","00:29:59","VM65-69","M","0.5592",1799,0.4997222,10.00556,"09:00:00"," WMO"," SYNOP",1,708,30,3,19.6,16.4,70.4,29.98333333
18267,18267,"19/07/2014","Greater London","bedfont","00:31:25","VM65-69","M","0.5491",1885,0.5236111,9.549072,"09:00:00"," WMO"," SYNOP",1,708,100,9,21.5,19.2,79.6,31.41666667
18278,18278,"19/07/2014","Greater London","bedfont","00:31:48","VM65-69","M","0.5273",1908,0.53,9.433962,"09:00:00"," WMO"," SYNOP",1,708,100,9,21.5,19.2,79.6,31.8
18319,18319,"26/07/2014","Greater London","bedfont","00:43:21","VM75-79","M","0.4537",2601,0.7225,6.920415,"09:00:00"," WMO"," SYNOP",1,708,350,5,22.9,18,59.7,43.35
18357,18357,"26/07/2014","Greater London","bedfont","00:24:24","VM65-69","M","0.694",1464,0.4066667,12.29508,"09:00:00"," WMO"," SYNOP",1,708,350,5,22.9,18,59.7,24.4
18358,18358,"26/07/2014","Greater London","bedfont","00:36:24","VM65-69","M","0.4739",2184,0.6066667,8.241758,"09:00:00"," WMO"," SYNOP",1,708,350,5,22.9,18,59.7,36.4
18412,18412,"02/08/2014","Greater London","bedfont","00:42:33","VM75-79","M","0.4622",2553,0.7091667,7.050529,"09:00:00"," WMO"," SYNOP",1,708,130,9,18.2,15.4,73,42.55
18471,18471,"02/08/2014","Greater London","bedfont","00:30:48","VM65-69","M","0.5444",1848,0.5133333,9.74026,"09:00:00"," WMO"," SYNOP",1,708,130,9,18.2,15.4,73,30.8
18505,18505,"02/08/2014","Greater London","bedfont","00:28:41","VM65-69","M","0.5845",1721,0.4780556,10.45904,"09:00:00"," WMO"," SYNOP",1,708,130,9,18.2,15.4,73,28.68333333
18524,18524,"09/08/2014","Greater London","bedfont","00:42:52","VM75-79","M","0.4588",2572,0.7144444,6.998445,"09:00:00"," WMO"," SYNOP",1,708,260,10,18,15.1,71.8,42.86666667
18583,18583,"09/08/2014","Greater London","bedfont","00:35:30","VM65-69","M","0.4859",2130,0.5916667,8.450704,"09:00:00"," WMO"," SYNOP",1,708,260,10,18,15.1,71.8,35.5
18623,18623,"09/08/2014","Greater London","bedfont","00:30:11","VM65-69","M","0.5555",1811,0.5030556,9.93926,"09:00:00"," WMO"," SYNOP",1,708,260,10,18,15.1,71.8,30.18333333
18708,18708,"16/08/2014","Greater London","bedfont","00:32:07","VM65-69","M","0.5371",1927,0.5352778,9.340944,"09:00:00"," WMO"," SYNOP",1,708,280,8,16.3,12.9,65.3,32.11666667
18758,18758,"16/08/2014","Greater London","bedfont","00:30:11","VM65-69","M","0.5555",1811,0.5030556,9.93926,"09:00:00"," WMO"," SYNOP",1,708,280,8,16.3,12.9,65.3,30.18333333
18779,18779,"23/08/2014","Greater London","bedfont","00:42:48","VM75-79","M","0.4595",2568,0.7133333,7.009346,"09:00:00"," WMO"," SYNOP",1,708,260,8,14.9,11.6,64.8,42.8
18826,18826,"23/08/2014","Greater London","bedfont","00:31:27","VM65-69","M","0.5485",1887,0.5241667,9.538951,"09:00:00"," WMO"," SYNOP",1,708,260,8,14.9,11.6,64.8,31.45
18838,18838,"23/08/2014","Greater London","bedfont","00:44:58","VM65-69","M","0.3729",2698,0.7494444,6.671609,"09:00:00"," WMO"," SYNOP",1,708,260,8,14.9,11.6,64.8,44.96666667
18861,18861,"23/08/2014","Greater London","bedfont","00:25:54","VM75-79","M","0.7445",1554,0.4316667,11.58301,"09:00:00"," WMO"," SYNOP",1,708,260,8,14.9,11.6,64.8,25.9
18953,18953,"30/08/2014","Greater London","bedfont","00:25:25","VM65-69","M","0.6787",1525,0.4236111,11.80328,"09:00:00"," WMO"," SYNOP",1,708,260,14,16.4,12.8,63.6,25.41666667
18961,18961,"30/08/2014","Greater London","bedfont","00:32:37","VM65-69","M","0.5141",1957,0.5436111,9.197752,"09:00:00"," WMO"," SYNOP",1,708,260,14,16.4,12.8,63.6,32.61666667
18999,18999,"30/08/2014","Greater London","bedfont","00:29:02","VM65-69","M","0.5775",1742,0.4838889,10.33295,"09:00:00"," WMO"," SYNOP",1,708,260,14,16.4,12.8,63.6,29.03333333
19132,19132,"06/09/2014","Greater London","bedfont","00:28:42","VM65-69","M","0.5842",1722,0.4783333,10.45296,"09:00:00"," WMO"," SYNOP",1,708,300,3,17.5,15,75.2,28.7
19206,19206,"13/09/2014","Greater London","bedfont","00:31:39","VM65-69","M","0.545",1899,0.5275,9.478673,"09:00:00"," WMO"," SYNOP",1,708,30,6,15.5,14,83.8,31.65
19330,19330,"20/09/2014","Greater London","bedfont","00:32:04","VM65-69","M","0.5379",1924,0.5344444,9.355509,"09:00:00"," WMO"," SYNOP",1,708,30,4,17.7,16.2,84.9,32.06666667
19342,19342,"20/09/2014","Greater London","bedfont","00:31:41","VM65-69","M","0.5292",1901,0.5280556,9.468701,"09:00:00"," WMO"," SYNOP",1,708,30,4,17.7,16.2,84.9,31.68333333
19403,19403,"27/09/2014","Greater London","bedfont","00:20:58","VM65-69","M","0.8148",1258,0.3494444,14.30843,"09:00:00"," WMO"," SYNOP",1,708,40,3,15.9,13.4,73.8,20.96666667
19461,19461,"27/09/2014","Greater London","bedfont","00:30:53","VM65-69","M","0.5586",1853,0.5147222,9.713977,"09:00:00"," WMO"," SYNOP",1,708,40,3,15.9,13.4,73.8,30.88333333
19513,19513,"27/09/2014","Greater London","bedfont","00:29:15","VM65-69","M","0.5789",1755,0.4875,10.25641,"09:00:00"," WMO"," SYNOP",1,708,40,3,15.9,13.4,73.8,29.25
19592,19592,"04/10/2014","Greater London","bedfont","00:31:33","VM65-69","M","0.5468",1893,0.5258333,9.508716,"09:00:00"," WMO"," SYNOP",1,708,200,12,18,15.6,76.5,31.55
19609,19609,"04/10/2014","Greater London","bedfont","00:33:02","VM65-69","M","0.5076",1982,0.5505556,9.081736,"09:00:00"," WMO"," SYNOP",1,708,200,12,18,15.6,76.5,33.03333333
19663,19663,"11/10/2014","Greater London","bedfont","00:44:57","VM75-79","M","0.4375",2697,0.7491667,6.674082,"09:00:00"," WMO"," SYNOP",1,708,170,4,13.8,12.2,81.9,44.95
19715,19715,"11/10/2014","Greater London","bedfont","00:30:37","VM65-69","M","0.5634",1837,0.5102778,9.798585,"09:00:00"," WMO"," SYNOP",1,708,170,4,13.8,12.2,81.9,30.61666667
19729,19729,"11/10/2014","Greater London","bedfont","00:31:56","VM65-69","M","0.5251",1916,0.5322222,9.394572,"09:00:00"," WMO"," SYNOP",1,708,170,4,13.8,12.2,81.9,31.93333333
19815,19815,"18/10/2014","Greater London","bedfont","00:29:39","VM65-69","M","0.5818",1779,0.4941667,10.11804,"09:00:00"," WMO"," SYNOP",1,708,180,14,18.7,16.5,78.9,29.65
19844,19844,"18/10/2014","Greater London","bedfont","00:32:06","VM65-69","M","0.5223",1926,0.535,9.345794,"09:00:00"," WMO"," SYNOP",1,708,180,14,18.7,16.5,78.9,32.1
19875,19875,"18/10/2014","Greater London","bedfont","00:28:46","VM65-69","M","0.5886",1726,0.4794444,10.42874,"09:00:00"," WMO"," SYNOP",1,708,180,14,18.7,16.5,78.9,28.76666667
19899,19899,"25/10/2014","Greater London","bedfont","00:43:49","VM75-79","M","0.4488",2629,0.7302778,6.84671,"09:00:00"," WMO"," SYNOP",1,708,230,6,11.6,9.7,76.8,43.81666667
19909,19909,"25/10/2014","Greater London","bedfont","00:24:37","VM65-69","M","0.6811",1477,0.4102778,12.18687,"09:00:00"," WMO"," SYNOP",1,708,230,6,11.6,9.7,76.8,24.61666667
20075,20075,"01/11/2014","Greater London","bedfont","00:32:23","VM65-69","M","0.5178",1943,0.5397222,9.264025,"09:00:00"," WMO"," SYNOP",1,708,260,9,13.9,12.4,82.9,32.38333333
20105,20105,"01/11/2014","Greater London","bedfont","00:28:21","VM65-69","M","0.5973",1701,0.4725,10.58201,"09:00:00"," WMO"," SYNOP",1,708,260,9,13.9,12.4,82.9,28.35
20245,20245,"15/11/2014","Greater London","bedfont","00:45:17","VM75-79","M","0.4343",2717,0.7547222,6.624954,"09:00:00"," WMO"," SYNOP",1,708,90,3,9.3,9.1,97.3,45.28333333
20342,20342,"15/11/2014","Greater London","bedfont","00:30:54","VM65-69","M","0.548",1854,0.515,9.708738,"09:00:00"," WMO"," SYNOP",1,708,90,3,9.3,9.1,97.3,30.9
20380,20380,"22/11/2014","Greater London","bedfont","00:23:47","VM70-74","M","0.7835",1427,0.3963889,12.61388,"09:00:00"," WMO"," SYNOP",1,708,150,7,13,12.6,95.3,23.78333333
20466,20466,"29/11/2014","Greater London","bedfont","00:46:09","VM75-79","M","0.4261",2769,0.7691667,6.500542,"09:00:00"," WMO"," SYNOP",1,708,90,3,9.7,9,90.6,46.15
20510,20510,"29/11/2014","Greater London","bedfont","00:35:21","VM65-69","M","0.4743",2121,0.5891667,8.486563,"09:00:00"," WMO"," SYNOP",1,708,90,3,9.7,9,90.6,35.35
20547,20547,"29/11/2014","Greater London","bedfont","00:29:46","VM65-69","M","0.5689",1786,0.4961111,10.07839,"09:00:00"," WMO"," SYNOP",1,708,90,3,9.7,9,90.6,29.76666667
20624,20624,"06/12/2014","Greater London","bedfont","00:32:18","VM65-69","M","0.5191",1938,0.5383333,9.287926,"09:00:00"," WMO"," SYNOP",1,708,300,4,0.4,-0.2,87.8,32.3
20712,20712,"13/12/2014","Greater London","bedfont","00:34:39","VM65-69","M","0.4978",2079,0.5775,8.658009,"09:00:00"," WMO"," SYNOP",1,708,270,4,0.4,-0.1,90,34.65
20745,20745,"13/12/2014","Greater London","bedfont","00:29:59","VM65-69","M","0.5648",1799,0.4997222,10.00556,"09:00:00"," WMO"," SYNOP",1,708,270,4,0.4,-0.1,90,29.98333333
20759,20759,"20/12/2014","Greater London","bedfont","00:44:47","VM75-79","M","0.4392",2687,0.7463889,6.698921,"09:00:00"," WMO"," SYNOP",1,708,250,13,7.2,5.5,75.2,44.78333333
20800,20800,"20/12/2014","Greater London","bedfont","00:33:29","VM65-69","M","0.5152",2009,0.5580556,8.959681,"09:00:00"," WMO"," SYNOP",1,708,250,13,7.2,5.5,75.2,33.48333333
20839,20839,"20/12/2014","Greater London","bedfont","00:29:19","VM65-69","M","0.5776",1759,0.4886111,10.23309,"09:00:00"," WMO"," SYNOP",1,708,250,13,7.2,5.5,75.2,29.31666667
20889,20889,"27/12/2014","Greater London","bedfont","00:33:38","VM65-69","M","0.4985",2018,0.5605556,8.919722,"09:00:00"," WMO"," SYNOP",1,708,330,13,3.2,2.1,80.9,33.63333333
20906,20906,"27/12/2014","Greater London","bedfont","00:29:24","VM65-69","M","0.576",1764,0.49,10.20408,"09:00:00"," WMO"," SYNOP",1,708,330,13,3.2,2.1,80.9,29.4
20919,20919,"03/01/2015","Greater London","bedfont","00:45:31","VM75-79","M","0.4321",2731,0.7586111,6.590992,"09:00:00"," WMO"," SYNOP",1,708,90,9,5,4.7,95.1,45.51666667
20977,20977,"03/01/2015","Greater London","bedfont","00:33:13","VM65-69","M","0.5048",1993,0.5536111,9.031611,"09:00:00"," WMO"," SYNOP",1,708,90,9,5,4.7,95.1,33.21666667
21056,21056,"10/01/2015","Greater London","bedfont","00:30:55","VM65-69","M","0.558",1855,0.5152778,9.703504,"09:00:00"," WMO"," SYNOP",1,708,230,23,12.6,11.5,86.9,30.91666667
21071,21071,"10/01/2015","Greater London","bedfont","00:34:55","VM65-69","M","0.4993",2095,0.5819444,8.591885,"09:00:00"," WMO"," SYNOP",1,708,230,23,12.6,11.5,86.9,34.91666667
21116,21116,"10/01/2015","Greater London","bedfont","00:34:42","VM70-74","M","0.5082",2082,0.5783333,8.645533,"09:00:00"," WMO"," SYNOP",1,708,230,23,12.6,11.5,86.9,34.7
21170,21170,"17/01/2015","Greater London","bedfont","00:33:13","VM65-69","M","0.5248",1993,0.5536111,9.031611,"09:00:00"," WMO"," SYNOP",1,708,200,5,0.8,-0.5,75.9,33.21666667
21247,21247,"24/01/2015","Greater London","bedfont","00:22:21","VM65-69","M","0.7644",1341,0.3725,13.42282,"09:00:00"," WMO"," SYNOP",1,708,300,8,3.2,2.1,80.8,22.35
21270,21270,"24/01/2015","Greater London","bedfont","00:33:27","VM65-69","M","0.5212",2007,0.5575,8.96861,"09:00:00"," WMO"," SYNOP",1,708,300,8,3.2,2.1,80.8,33.45
21315,21315,"24/01/2015","Greater London","bedfont","00:32:33","VM65-69","M","0.5202",1953,0.5425,9.21659,"09:00:00"," WMO"," SYNOP",1,708,300,8,3.2,2.1,80.8,32.55
21458,21458,"07/02/2015","Greater London","bedfont","00:30:51","VM70-74","M","0.5862",1851,0.5141667,9.724473,"09:00:00"," WMO"," SYNOP",1,708,30,3,2.1,1.6,90.7,30.85
21499,21499,"07/02/2015","Greater London","bedfont","00:30:21","VM65-69","M","0.5579",1821,0.5058333,9.884679,"09:00:00"," WMO"," SYNOP",1,708,30,3,2.1,1.6,90.7,30.35
21550,21550,"14/02/2015","Greater London","bedfont","00:32:00","VM65-69","M","0.524",1920,0.5333333,9.375,"09:00:00"," WMO"," SYNOP",1,708,40,4,5,4.7,95.1,32
21578,21578,"14/02/2015","Greater London","bedfont","00:29:56","VM65-69","M","0.5657",1796,0.4988889,10.02227,"09:00:00"," WMO"," SYNOP",1,708,40,4,5,4.7,95.1,29.93333333
21694,21694,"28/02/2015","Greater London","bedfont","00:30:22","VM65-69","M","0.5521",1822,0.5061111,9.879254,"09:00:00"," WMO"," SYNOP",1,708,190,11,7,6.5,92.6,30.36666667
21762,21762,"28/02/2015","Greater London","bedfont","00:29:35","VM65-69","M","0.5724",1775,0.4930556,10.14085,"09:00:00"," WMO"," SYNOP",1,708,190,11,7,6.5,92.6,29.58333333
21780,21780,"07/03/2015","Greater London","bedfont","00:23:14","VM65-69","M","0.7353",1394,0.3872222,12.91248,"09:00:00"," WMO"," SYNOP",1,708,230,13,10.1,7.7,69,23.23333333
21794,21794,"07/03/2015","Greater London","bedfont","00:27:00","VM65-69","M","0.621",1620,0.45,11.11111,"09:00:00"," WMO"," SYNOP",1,708,230,13,10.1,7.7,69,27
21842,21842,"07/03/2015","Greater London","bedfont","00:32:31","VM65-69","M","0.5156",1951,0.5419444,9.226038,"09:00:00"," WMO"," SYNOP",1,708,230,13,10.1,7.7,69,32.51666667
21929,21929,"14/03/2015","Greater London","bedfont","00:31:59","VM65-69","M","0.5242",1919,0.5330556,9.379885,"09:00:00"," WMO"," SYNOP",1,708,50,10,5.8,3.6,66.2,31.98333333
21965,21965,"14/03/2015","Greater London","bedfont","00:28:48","VM65-69","M","0.588",1728,0.48,10.41667,"09:00:00"," WMO"," SYNOP",1,708,50,10,5.8,3.6,66.2,28.8
21998,21998,"21/03/2015","Greater London","bedfont","00:24:49","VM65-69","M","0.6756",1489,0.4136111,12.08865,"09:00:00"," WMO"," SYNOP",1,708,340,6,7.8,5.7,70.3,24.81666667
21999,21999,"21/03/2015","Greater London","bedfont","00:26:14","VM65-69","M","0.6391",1574,0.4372222,11.43583,"09:00:00"," WMO"," SYNOP",1,708,340,6,7.8,5.7,70.3,26.23333333
22030,22030,"21/03/2015","Greater London","bedfont","00:30:14","VM65-69","M","0.5546",1814,0.5038889,9.922822,"09:00:00"," WMO"," SYNOP",1,708,340,6,7.8,5.7,70.3,30.23333333
22074,22074,"28/03/2015","Greater London","bedfont","00:48:44","VM75-79","M","0.4036",2924,0.8122222,6.155951,"09:00:00"," WMO"," SYNOP",1,708,210,14,12.3,11.1,85.6,48.73333333
22179,22179,"04/04/2015","Greater London","bedfont","00:26:06","VM65-69","M","0.6424",1566,0.435,11.49425,"09:00:00"," WMO"," SYNOP",1,708,10,13,8.7,6.9,75.4,26.1
22277,22277,"11/04/2015","Greater London","bedfont","00:25:53","VM65-69","M","0.6478",1553,0.4313889,11.59047,"09:00:00"," WMO"," SYNOP",1,708,280,16,9,7.8,83.8,25.88333333
22281,22281,"11/04/2015","Greater London","bedfont","00:21:07","VM65-69","M","0.794",1267,0.3519444,14.20679,"09:00:00"," WMO"," SYNOP",1,708,280,16,9,7.8,83.8,21.11666667
22300,22300,"11/04/2015","Greater London","bedfont","00:31:50","VM65-69","M","0.5476",1910,0.5305556,9.424084,"09:00:00"," WMO"," SYNOP",1,708,280,16,9,7.8,83.8,31.83333333
22342,22342,"11/04/2015","Greater London","bedfont","00:30:21","VM65-69","M","0.5579",1821,0.5058333,9.884679,"09:00:00"," WMO"," SYNOP",1,708,280,16,9,7.8,83.8,30.35
22406,22406,"18/04/2015","Greater London","bedfont","00:31:28","VM65-69","M","0.554",1888,0.5244444,9.533898,"09:00:00"," WMO"," SYNOP",1,708,70,9,9.5,6.6,62,31.46666667
22416,22416,"18/04/2015","Greater London","bedfont","00:33:32","VM65-69","M","0.5",2012,0.5588889,8.946322,"09:00:00"," WMO"," SYNOP",1,708,70,9,9.5,6.6,62,33.53333333
22442,22442,"18/04/2015","Greater London","bedfont","00:28:40","VM65-69","M","0.5907",1720,0.4777778,10.46512,"09:00:00"," WMO"," SYNOP",1,708,70,9,9.5,6.6,62,28.66666667
22455,22455,"25/04/2015","Greater London","bedfont","00:49:00","VM75-79","M","0.4014",2940,0.8166667,6.122449,"09:00:00"," WMO"," SYNOP",1,708,220,10,13.3,12.3,88.4,49
22467,22467,"25/04/2015","Greater London","bedfont","00:26:19","VM65-69","M","0.6491",1579,0.4386111,11.39962,"09:00:00"," WMO"," SYNOP",1,708,220,10,13.3,12.3,88.4,26.31666667
22487,22487,"25/04/2015","Greater London","bedfont","00:31:57","VM65-69","M","0.5456",1917,0.5325,9.389671,"09:00:00"," WMO"," SYNOP",1,708,220,10,13.3,12.3,88.4,31.95
22495,22495,"25/04/2015","Greater London","bedfont","00:33:13","VM65-69","M","0.5048",1993,0.5536111,9.031611,"09:00:00"," WMO"," SYNOP",1,708,220,10,13.3,12.3,88.4,33.21666667
22516,22516,"25/04/2015","Greater London","bedfont","00:28:21","VM65-69","M","0.5973",1701,0.4725,10.58201,"09:00:00"," WMO"," SYNOP",1,708,220,10,13.3,12.3,88.4,28.35
22527,22527,"02/05/2015","Greater London","bedfont","00:47:17","VM75-79","M","0.4159",2837,0.7880556,6.34473,"09:00:00"," WMO"," SYNOP",1,708,90,9,9.1,6.9,70.7,47.28333333
22558,22558,"02/05/2015","Greater London","bedfont","00:31:42","VM65-69","M","0.5499",1902,0.5283333,9.463722,"09:00:00"," WMO"," SYNOP",1,708,90,9,9.1,6.9,70.7,31.7
22572,22572,"02/05/2015","Greater London","bedfont","00:29:42","VM65-69","M","0.5645",1782,0.495,10.10101,"09:00:00"," WMO"," SYNOP",1,708,90,9,9.1,6.9,70.7,29.7
